RD,STNUM,STDIR,STREET,DISTRICT,DATEOCC,TIME,PRIMARY_CLASS,SECONDARY_CLASS,RECOVERED_I
HY171555,22XX,W,21ST ST,12,4-Mar-15,11:33 AM,THEFT,$500 AND UNDER,N
HY172763,59XX,N,HERMITAGE AVE,20,5-Mar-15,1:35 PM,THEFT,OVER $500,N
HY182213,13XX,N,GREENVIEW AVE,14,5-Mar-15,3:00 PM,THEFT,OVER $500,N
HY182213,13XX,N,GREENVIEW AVE,14,5-Mar-15,3:00 PM,THEFT,OVER $500,N
HY174489,60XX,W,EDDY ST,16,6-Mar-15,8:30 PM,THEFT,$500 AND UNDER,N
HY175385,27XX,N,SHEFFIELD AVE,19,7-Mar-15,3:55 PM,THEFT,$500 AND UNDER,N
HY178118,11XX,W,FULLERTON AVE,19,7-Mar-15,9:00 PM,THEFT,$500 AND UNDER,N
HY180638,37XX,N,SHEFFIELD AVE,19,9-Mar-15,5:30 AM,THEFT,$500 AND UNDER,N
HY177993,2XX,W,MERCHANDISE MART PLZ,18,9-Mar-15,9:00 AM,THEFT,OVER $500,N
HY177798,9XX,W,WINDSOR AVE,19,9-Mar-15,2:30 PM,THEFT,$500 AND UNDER,N
HY177798,9XX,W,WINDSOR AVE,19,9-Mar-15,2:30 PM,THEFT,$500 AND UNDER,N
HY188006,6XX,W,BRIAR PL,19,10-Mar-15,10:00 AM,THEFT,OVER $500,N
HY188006,6XX,W,BRIAR PL,19,10-Mar-15,10:00 AM,THEFT,OVER $500,N
HY180087,46XX,N,BEACON ST,19,11-Mar-15,12:20 PM,THEFT,$500 AND UNDER,N
HY180215,87XX,S,ESCANABA AVE,4,11-Mar-15,2:00 PM,THEFT,$500 AND UNDER,N
HY182427,45XX,N,CAMPBELL AVE,19,12-Mar-15,12:35 PM,THEFT,$500 AND UNDER,N
HY181697,2XX,N,WABASH AVE,1,12-Mar-15,1:00 PM,THEFT,OVER $500,N
HY181515,2XX,N,WABASH AVE,1,12-Mar-15,1:10 PM,THEFT,OVER $500,N
HY181515,2XX,N,WABASH AVE,1,12-Mar-15,1:10 PM,THEFT,OVER $500,N
HY181642,2XX,N,WABASH AVE,1,12-Mar-15,1:10 PM,THEFT,OVER $500,N
HY181498,51XX,N,FRANCISCO AVE,20,12-Mar-15,1:25 PM,THEFT,$500 AND UNDER,N
HY182232,26XX,N,MILWAUKEE AVE,14,12-Mar-15,2:30 PM,THEFT,$500 AND UNDER,N
HY182022,31XX,S,LITUANICA AVE,9,12-Mar-15,7:00 PM,THEFT,$500 AND UNDER,N
HY182615,29XX,W,CERMAK RD,10,13-Mar-15,9:50 AM,THEFT,$500 AND UNDER,N
HY186599,9XX,W,WISCONSIN ST,18,13-Mar-15,12:00 PM,THEFT,OVER $500,N
HY186599,9XX,W,WISCONSIN ST,18,13-Mar-15,12:00 PM,THEFT,OVER $500,N
HY186599,9XX,W,WISCONSIN ST,18,13-Mar-15,12:00 PM,THEFT,OVER $500,N
HY186599,9XX,W,WISCONSIN ST,18,13-Mar-15,12:00 PM,THEFT,OVER $500,N
HY197023,111XX,S,EMERALD AVE,22,13-Mar-15,1:30 PM,THEFT,$500 AND UNDER,N
HY183886,2XX,E,SUPERIOR ST,18,13-Mar-15,7:00 PM,THEFT,$500 AND UNDER,N
HY184516,18XX,W,LAWRENCE AVE,20,14-Mar-15,11:00 AM,THEFT,OVER $500,N
HY184281,35XX,W,79TH ST,8,14-Mar-15,1:30 PM,THEFT,$500 AND UNDER,N
HY184755,1XX,S,MORGAN ST,12,14-Mar-15,5:30 PM,THEFT,OVER $500,N
HY185285,7XX,N,RUSH ST,18,15-Mar-15,5:10 AM,THEFT,$500 AND UNDER,N
HY185550,76XX,S,CICERO AVE,8,15-Mar-15,1:30 PM,THEFT,$500 AND UNDER,N
HY185593,4XX,E,ILLINOIS ST,18,15-Mar-15,2:00 PM,THEFT,OVER $500,N
HY185733,13XX,W,ESTES AVE,24,15-Mar-15,3:00 PM,THEFT,$500 AND UNDER,N
HY185622,61XX,W,64TH PL,8,15-Mar-15,3:00 PM,THEFT,$500 AND UNDER,N
HY185676,71XX,W,BELMONT AVE,25,15-Mar-15,3:45 PM,THEFT,$500 AND UNDER,N
HY187397,2XX,E,HURON ST,18,16-Mar-15,7:30 AM,THEFT,$500 AND UNDER,N
HY188562,28XX,W,LOGAN BLVD,14,16-Mar-15,3:00 PM,THEFT,OVER $500,N
HY188562,28XX,W,LOGAN BLVD,14,16-Mar-15,3:00 PM,THEFT,OVER $500,N
HY187417,2XX,E,GRAND AVE,18,16-Mar-15,8:50 PM,THEFT,OVER $500,N
HY188495,26XX,N,MILWAUKEE AVE,14,17-Mar-15,8:00 AM,THEFT,$500 AND UNDER,N
HY189564,XX,E,LAKE ST,1,17-Mar-15,12:00 PM,THEFT,$500 AND UNDER,N
HY188467,7XX,N,FRANKLIN ST,18,17-Mar-15,2:00 PM,THEFT,$500 AND UNDER,N
HY189928,27XX,W,ARMITAGE AVE,14,17-Mar-15,6:00 PM,THEFT,$500 AND UNDER,N
HY189595,22XX,S,ARCHER AVE,9,17-Mar-15,10:00 PM,THEFT,$500 AND UNDER,N
HY189101,32XX,S,KOMENSKY AVE,10,17-Mar-15,10:00 PM,THEFT,$500 AND UNDER,N
HY189803,50XX,N,KENMORE AVE,20,18-Mar-15,7:00 AM,THEFT,OVER $500,N
HY295192,35XX,N,SHEFFIELD AVE,19,18-Mar-15,9:00 AM,THEFT,$500 AND UNDER,N
HY189290,8XX,N,MICHIGAN AVE,18,18-Mar-15,11:40 AM,THEFT,OVER $500,N
HY189505,17XX,W,LAWRENCE AVE,20,18-Mar-15,3:30 PM,THEFT,$500 AND UNDER,N
HY189895,11XX,W,LUNT AVE,24,18-Mar-15,5:00 PM,THEFT,OVER $500,N
HY190350,55XX,S,DAMEN AVE,7,19-Mar-15,10:20 AM,THEFT,$500 AND UNDER,N
HY196433,26XX,W,21ST PL,10,20-Mar-15,3:00 PM,THEFT,$500 AND UNDER,N
HY192897,5XX,W,OAKDALE AVE,19,20-Mar-15,8:30 PM,THEFT,OVER $500,N
HY193197,65XX,S,WOODLAWN AVE,3,21-Mar-15,2:00 AM,THEFT,$500 AND UNDER,N
HY193698,40XX,N,MILWAUKEE AVE,16,21-Mar-15,7:00 PM,THEFT,$500 AND UNDER,N
HY257707,41XX,N,KEYSTONE AVE,17,22-Mar-15,12:00 PM,THEFT,$500 AND UNDER,N
HY194474,3XX,W,ARMITAGE AVE,18,22-Mar-15,1:00 PM,THEFT,$500 AND UNDER,N
HY194660,37XX,N,HALSTED ST,19,22-Mar-15,8:25 PM,THEFT,$500 AND UNDER,N
HY196858,123XX,S,STATE ST,5,24-Mar-15,4:10 PM,THEFT,$500 AND UNDER,N
HY197020,13XX,W,GRAND AVE,12,24-Mar-15,5:15 PM,THEFT,$500 AND UNDER,N
HY203091,24XX,N,HARDING AVE,25,25-Mar-15,9:00 AM,THEFT,OVER $500,N
HY198259,50XX,N,WESTERN AVE,20,25-Mar-15,1:15 PM,THEFT,$500 AND UNDER,N
HY198690,XX,W,HUBBARD ST,18,25-Mar-15,10:35 PM,THEFT,$500 AND UNDER,N
HY199392,75XX,N,PAULINA ST,24,26-Mar-15,4:50 AM,THEFT,$500 AND UNDER,N
HY199060,32XX,S,SPRINGFIELD AVE,10,26-Mar-15,10:00 AM,THEFT,$500 AND UNDER,N
HY199060,32XX,S,SPRINGFIELD AVE,10,26-Mar-15,10:00 AM,THEFT,$500 AND UNDER,N
HY199242,73XX,S,FAIRFIELD AVE,8,26-Mar-15,2:15 PM,THEFT,OVER $500,N
HY200733,13XX,N,MILWAUKEE AVE,14,27-Mar-15,4:00 PM,THEFT,$500 AND UNDER,N
HY203165,5XX,W,MADISON ST,1,28-Mar-15,9:00 AM,THEFT,$500 AND UNDER,N
HY206125,9XX,N,HONORE ST,12,29-Mar-15,9:00 AM,THEFT,$500 AND UNDER,N
HY204095,11XX,W,LAWRENCE AVE,19,29-Mar-15,4:00 PM,THEFT,$500 AND UNDER,N
HY334843,62XX,S,CHAMPLAIN AVE,3,30-Mar-15,9:00 AM,THEFT,$500 AND UNDER,N
HY204233,5XX,W,ADAMS ST,1,30-Mar-15,1:00 PM,THEFT,$500 AND UNDER,N
HY204907,15XX,N,DAMEN AVE,14,30-Mar-15,2:35 PM,THEFT,$500 AND UNDER,N
HY283995,7XX,W,BITTERSWEET PL,19,30-Mar-15,3:00 PM,THEFT,$500 AND UNDER,N
HY249571,10XX,E,95TH ST,4,30-Mar-15,4:00 PM,THEFT,OVER $500,N
HY205266,31XX,S,LITUANICA AVE,9,31-Mar-15,8:00 AM,THEFT,$500 AND UNDER,N
HY205183,62XX,S,MEADE AVE,8,31-Mar-15,3:33 PM,THEFT,$500 AND UNDER,N
HY205212,XX,E,GRAND AVE,18,31-Mar-15,4:00 PM,THEFT,OVER $500,N
HY207346,53XX,N,BROADWAY,20,31-Mar-15,8:46 PM,THEFT,OVER $500,N
HY206111,37XX,S,EMERALD AVE,9,31-Mar-15,10:00 PM,THEFT,$500 AND UNDER,N
HY206506,55XX,N,KENMORE AVE,20,1-Apr-15,11:00 AM,THEFT,$500 AND UNDER,N
HY207628,8XX,W,LELAND AVE,19,1-Apr-15,12:00 PM,THEFT,$500 AND UNDER,N
HY207628,8XX,W,LELAND AVE,19,1-Apr-15,12:00 PM,THEFT,$500 AND UNDER,N
HY223488,34XX,N,WOLCOTT AVE,19,1-Apr-15,4:20 PM,THEFT,OVER $500,N
HY207859,31XX,S,LITUANICA AVE,9,1-Apr-15,9:00 PM,THEFT,$500 AND UNDER,N
HY223946,9XX,S,CANAL ST,1,2-Apr-15,3:30 PM,THEFT,$500 AND UNDER,N
HY208536,25XX,S,ARCHER AVE,9,2-Apr-15,5:35 PM,THEFT,OVER $500,N
HY217354,15XX,N,LEAVITT ST,14,2-Apr-15,6:00 PM,THEFT,OVER $500,N
HY217354,15XX,N,LEAVITT ST,14,2-Apr-15,6:00 PM,THEFT,OVER $500,N
HY222784,1XX,W,JACKSON BLVD,1,3-Apr-15,9:00 AM,THEFT,$500 AND UNDER,N
HY209076,1XX,W,MONROE ST,1,3-Apr-15,11:00 AM,THEFT,$500 AND UNDER,N
HY209981,40XX,W,57TH PL,8,3-Apr-15,3:00 PM,THEFT,$500 AND UNDER,N
HY215764,28XX,W,ESTES AVE,24,3-Apr-15,3:00 PM,THEFT,OVER $500,N
HY209965,13XX,W,NORTH SHORE AVE,24,4-Apr-15,10:10 AM,THEFT,$500 AND UNDER,N
HY210138,6XX,W,DIVERSEY PKWY,19,4-Apr-15,12:45 PM,THEFT,OVER $500,N
HY210329,57XX,S,LAKE SHORE DR,3,4-Apr-15,2:30 PM,THEFT,OVER $500,N
HY211482,24XX,W,24TH PL,10,4-Apr-15,8:00 PM,THEFT,OVER $500,N
HY210689,7XX,W,WEBSTER AVE,18,4-Apr-15,9:00 PM,THEFT,$500 AND UNDER,N
HY225295,9XX,N,WINCHESTER AVE,12,5-Apr-15,9:00 AM,THEFT,OVER $500,N
HY211549,1XX,S,CANAL ST,1,5-Apr-15,2:00 PM,THEFT,$500 AND UNDER,N
HY212677,33XX,S,MORGAN ST,9,5-Apr-15,2:30 PM,THEFT,OVER $500,N
HY212116,4XX,N,WABASH AVE,18,5-Apr-15,5:00 PM,THEFT,$500 AND UNDER,N
HY211593,35XX,N,SHEFFIELD AVE,19,5-Apr-15,6:00 PM,THEFT,OVER $500,N
HY212141,1XX,W,112TH ST,5,6-Apr-15,10:50 AM,THEFT,$500 AND UNDER,N
HY212455,66XX,S,WINCHESTER AVE,7,6-Apr-15,3:10 PM,THEFT,$500 AND UNDER,N
HY212823,2XX,W,CHICAGO AVE,18,6-Apr-15,5:00 PM,THEFT,OVER $500,N
HY254831,14XX,S,HARDING AVE,10,7-Apr-15,7:00 AM,THEFT,$500 AND UNDER,N
HY231696,16XX,N,OAKLEY AVE,14,7-Apr-15,2:00 PM,THEFT,OVER $500,N
HY213933,38XX,W,HIRSCH ST,25,7-Apr-15,8:15 PM,THEFT,OVER $500,N
HY231213,44XX,S,TROY ST,9,8-Apr-15,12:01 AM,THEFT,OVER $500,N
HY231213,44XX,S,TROY ST,9,8-Apr-15,12:01 AM,THEFT,OVER $500,N
HY215529,121XX,S,NORMAL AVE,5,8-Apr-15,12:00 PM,THEFT,$500 AND UNDER,N
HY215317,16XX,W,ARMITAGE AVE,14,8-Apr-15,5:30 PM,THEFT,$500 AND UNDER,N
HY215048,34XX,N,SOUTHPORT AVE,19,8-Apr-15,9:00 PM,THEFT,$500 AND UNDER,N
HY219969,33XX,W,BELDEN AVE,14,9-Apr-15,12:00 PM,THEFT,$500 AND UNDER,N
HY219165,23XX,W,SCHOOL ST,19,9-Apr-15,5:00 PM,THEFT,OVER $500,N
HY219165,23XX,W,SCHOOL ST,19,9-Apr-15,5:00 PM,THEFT,OVER $500,N
HY220059,4XX,N,DEARBORN ST,18,9-Apr-15,7:00 PM,THEFT,OVER $500,N
HY231797,22XX,N,MONITOR AVE,25,10-Apr-15,10:00 AM,THEFT,$500 AND UNDER,N
HY218139,20XX,N,LINCOLN PARK WEST,18,10-Apr-15,12:30 PM,THEFT,$500 AND UNDER,N
HY219135,20XX,W,CERMAK RD,12,10-Apr-15,12:55 PM,THEFT,$500 AND UNDER,N
HY218046,57XX,S,KOLMAR AVE,8,10-Apr-15,6:00 PM,THEFT,$500 AND UNDER,N
HY218252,3XX,E,RANDOLPH ST,1,11-Apr-15,2:30 PM,THEFT,OVER $500,N
HY219300,24XX,W,BERTEAU AVE,19,11-Apr-15,6:00 PM,THEFT,$500 AND UNDER,N
HY218385,52XX,S,ASHLAND AVE,9,11-Apr-15,6:30 PM,THEFT,$500 AND UNDER,N
HY218385,52XX,S,ASHLAND AVE,9,11-Apr-15,6:30 PM,THEFT,$500 AND UNDER,N
HY218918,14XX,W,WEBSTER AVE,18,11-Apr-15,9:00 PM,THEFT,$500 AND UNDER,N
HY222030,17XX,W,DEVON AVE,24,12-Apr-15,12:00 AM,THEFT,OVER $500,N
HY219219,58XX,N,SPAULDING AVE,17,12-Apr-15,12:05 PM,THEFT,$500 AND UNDER,N
HY219523,20XX,N,CLARK ST,18,12-Apr-15,3:00 PM,THEFT,$500 AND UNDER,N
HY220249,24XX,N,OAKLEY AVE,14,12-Apr-15,8:00 PM,THEFT,$500 AND UNDER,N
HY220652,55XX,N,RAVENSWOOD AVE,20,13-Apr-15,4:00 PM,THEFT,OVER $500,N
HY221635,21XX,W,DIVISION ST,14,13-Apr-15,4:30 PM,THEFT,$500 AND UNDER,N
HY220803,69XX,S,NORMAL BLVD,7,13-Apr-15,5:45 PM,THEFT,OVER $500,N
HY224218,20XX,W,GRACE ST,19,13-Apr-15,7:00 PM,THEFT,$500 AND UNDER,N
HY221798,28XX,N,CLARK ST,19,14-Apr-15,1:00 PM,THEFT,$500 AND UNDER,N
HY222877,XX,S,LA SALLE ST,1,14-Apr-15,4:45 PM,THEFT,OVER $500,N
HY222802,13XX,W,BYRON ST,19,14-Apr-15,9:00 PM,THEFT,OVER $500,N
HY230318,15XX,W,CULLERTON ST,12,15-Apr-15,10:30 PM,THEFT,$500 AND UNDER,N
HY224187,10XX,W,NORTH SHORE AVE,24,15-Apr-15,11:00 PM,THEFT,$500 AND UNDER,N
HY223731,95XX,S,MICHIGAN AVE,5,16-Apr-15,1:20 AM,THEFT,$500 AND UNDER,N
HY223899,40XX,W,LAWRENCE AVE,17,16-Apr-15,5:00 AM,THEFT,OVER $500,N
HY224457,28XX,N,BROADWAY,19,16-Apr-15,7:00 AM,THEFT,OVER $500,N
HY224685,24XX,N,GENEVA TER,19,16-Apr-15,7:00 AM,THEFT,OVER $500,N
HY224856,8XX,W,WELLINGTON AVE,19,16-Apr-15,10:00 AM,THEFT,$500 AND UNDER,N
HY224165,5XX,N,CLARK ST,18,16-Apr-15,12:00 PM,THEFT,$500 AND UNDER,N
HY224670,23XX,N,KENMORE AVE,18,16-Apr-15,2:00 PM,THEFT,OVER $500,N
HY224895,5XX,W,MADISON ST,1,16-Apr-15,4:00 PM,THEFT,$500 AND UNDER,N
HY226885,28XX,N,ORCHARD ST,19,17-Apr-15,2:00 AM,THEFT,OVER $500,N
HY462063,13XX,N,MAPLEWOOD AVE,14,17-Apr-15,9:00 AM,THEFT,OVER $500,N
HY225441,27XX,W,ROOSEVELT RD,11,17-Apr-15,11:30 AM,THEFT,$500 AND UNDER,N
HY225714,22XX,N,LINCOLN AVE,18,17-Apr-15,4:15 PM,THEFT,$500 AND UNDER,N
HY248341,13XX,N,HOYNE AVE,14,17-Apr-15,5:00 PM,THEFT,OVER $500,N
HY225998,25XX,W,POLK ST,11,17-Apr-15,5:30 PM,THEFT,$500 AND UNDER,N
HY229335,5XX,N,WABASH AVE,18,17-Apr-15,6:00 PM,THEFT,OVER $500,N
HY227977,29XX,N,SPRINGFIELD AVE,25,17-Apr-15,8:00 PM,THEFT,OVER $500,N
HY227977,29XX,N,SPRINGFIELD AVE,25,17-Apr-15,8:00 PM,THEFT,OVER $500,N
HY226857,4XX,S,STATE ST,1,18-Apr-15,10:00 AM,THEFT,OVER $500,N
HY227069,3XX,E,35TH ST,2,18-Apr-15,4:15 PM,THEFT,$500 AND UNDER,N
HY227188,4XX,W,WELLINGTON AVE,19,18-Apr-15,5:00 PM,THEFT,$500 AND UNDER,N
HY227273,46XX,W,DIVERSEY AVE,25,18-Apr-15,5:30 PM,THEFT,$500 AND UNDER,N
HY228529,9XX,N,DAMEN AVE,12,18-Apr-15,5:30 PM,THEFT,$500 AND UNDER,N
HY229252,8XX,W,KINZIE ST,12,18-Apr-15,6:00 PM,THEFT,OVER $500,N
HY231694,14XX,W,PRATT BLVD,24,19-Apr-15,12:01 AM,THEFT,OVER $500,N
HY229617,13XX,W,BYRON ST,19,19-Apr-15,2:00 AM,THEFT,$500 AND UNDER,N
HY227908,6XX,E,GRAND AVE,18,19-Apr-15,10:30 AM,THEFT,$500 AND UNDER,N
HY228597,12XX,N,ARTESIAN AVE,14,19-Apr-15,12:00 PM,THEFT,OVER $500,N
HY231377,14XX,W,WALTON ST,12,19-Apr-15,5:00 PM,THEFT,OVER $500,N
HY228512,XX,S,HALSTED ST,12,19-Apr-15,6:00 PM,THEFT,$500 AND UNDER,N
HY228687,82XX,S,ASHLAND AVE,6,20-Apr-15,1:30 AM,THEFT,$500 AND UNDER,N
HY228846,49XX,S,WESTERN AVE,9,20-Apr-15,7:00 AM,THEFT,$500 AND UNDER,N
HY244050,32XX,S,NORMAL AVE,9,20-Apr-15,10:00 AM,THEFT,$500 AND UNDER,N
HY238844,35XX,S,ARCHER AVE,9,20-Apr-15,4:00 PM,THEFT,$500 AND UNDER,N
HY230464,1XX,N,DESPLAINES ST,1,20-Apr-15,6:00 PM,THEFT,$500 AND UNDER,N
HY229719,39XX,N,TRIPP AVE,17,20-Apr-15,7:40 PM,THEFT,OVER $500,N
HY229894,116XX,S,HALSTED ST,5,20-Apr-15,10:48 PM,THEFT,$500 AND UNDER,N
HY230666,XX,S,WABASH AVE,1,21-Apr-15,12:00 PM,THEFT,OVER $500,N
HY232983,1XX,N,STATE ST,1,21-Apr-15,10:00 PM,THEFT,$500 AND UNDER,N
HY231894,12XX,N,WOLCOTT AVE,14,21-Apr-15,11:00 PM,THEFT,$500 AND UNDER,N
HY231306,7XX,S,LAFLIN ST,12,22-Apr-15,12:01 AM,THEFT,OVER $500,N
HY232169,50XX,W,WELLINGTON AVE,25,22-Apr-15,6:00 AM,THEFT,OVER $500,N
HY232144,73XX,N,CLARK ST,24,22-Apr-15,8:15 AM,THEFT,$500 AND UNDER,N
HY232183,20XX,N,SHEFFIELD AVE,18,22-Apr-15,9:00 AM,THEFT,OVER $500,N
HY243518,14XX,S,HARDING AVE,10,23-Apr-15,6:00 AM,THEFT,$500 AND UNDER,N
HY233113,11XX,W,WILSON AVE,19,23-Apr-15,9:00 AM,THEFT,OVER $500,N
HY235635,17XX,W,18TH PL,12,23-Apr-15,2:00 PM,THEFT,OVER $500,N
HY233127,30XX,S,HALSTED ST,9,23-Apr-15,4:30 PM,THEFT,OVER $500,N
HY233951,20XX,N,ORCHARD ST,18,24-Apr-15,7:40 AM,THEFT,$500 AND UNDER,N
HY234460,45XX,N,WINCHESTER AVE,19,24-Apr-15,4:55 PM,THEFT,$500 AND UNDER,N
HY234824,XX,E,MADISON ST,1,24-Apr-15,5:00 PM,THEFT,OVER $500,N
HY235489,20XX,N,WOOD ST,14,25-Apr-15,10:30 AM,THEFT,OVER $500,N
HY235786,50XX,S,CALUMET AVE,2,25-Apr-15,5:45 PM,THEFT,$500 AND UNDER,N
HY235786,50XX,S,CALUMET AVE,2,25-Apr-15,5:45 PM,THEFT,$500 AND UNDER,N
HY236568,4XX,W,JACKSON BLVD,1,26-Apr-15,10:00 AM,THEFT,$500 AND UNDER,N
HY236826,16XX,N,WELLS ST,18,26-Apr-15,12:00 PM,THEFT,OVER $500,N
HY236761,70XX,S,DAMEN AVE,7,26-Apr-15,3:10 PM,THEFT,$500 AND UNDER,N
HY236829,52XX,W,DEMING PL,25,26-Apr-15,4:08 PM,THEFT,$500 AND UNDER,N
HY237157,18XX,N,NEW ENGLAND AVE,25,26-Apr-15,5:30 PM,THEFT,$500 AND UNDER,N
HY238782,38XX,N,SEELEY AVE,19,26-Apr-15,6:00 PM,THEFT,$500 AND UNDER,N
HY238779,38XX,N,SEELEY AVE,19,26-Apr-15,6:00 PM,THEFT,$500 AND UNDER,N
HY237554,14XX,S,HARDING AVE,10,26-Apr-15,9:00 PM,THEFT,$500 AND UNDER,N
HY239200,20XX,W,17TH ST,12,27-Apr-15,2:00 AM,THEFT,$500 AND UNDER,N
HY237593,14XX,S,HARDING AVE,10,27-Apr-15,7:00 AM,THEFT,$500 AND UNDER,N
HY249339,2XX,W,95TH ST,6,27-Apr-15,7:30 AM,THEFT,$500 AND UNDER,N
HY238316,45XX,S,ELLIS AVE,2,27-Apr-15,7:40 AM,THEFT,$500 AND UNDER,N
HY238316,45XX,S,ELLIS AVE,2,27-Apr-15,7:40 AM,THEFT,$500 AND UNDER,N
HY241063,5XX,S,CANAL ST,1,27-Apr-15,11:00 AM,THEFT,$500 AND UNDER,N
HY238340,26XX,N,MILWAUKEE AVE,14,27-Apr-15,2:00 PM,THEFT,$500 AND UNDER,N
HY238250,34XX,W,DIVERSEY AVE,14,27-Apr-15,4:30 PM,THEFT,$500 AND UNDER,N
HY238653,7XX,N,CLARK ST,18,28-Apr-15,1:00 AM,THEFT,$500 AND UNDER,N
HY238785,2XX,E,ERIE ST,18,28-Apr-15,8:30 AM,THEFT,OVER $500,N
HY239784,75XX,N,PAULINA ST,24,28-Apr-15,9:00 AM,THEFT,$500 AND UNDER,N
HY239107,8XX,W,CHICAGO AVE,12,28-Apr-15,12:45 PM,THEFT,OVER $500,N
HY246582,58XX,S,ARCHER AVE,8,28-Apr-15,3:00 PM,THEFT,$500 AND UNDER,N
HY241955,38XX,N,CLARK ST,19,28-Apr-15,4:00 PM,THEFT,$500 AND UNDER,N
HY240522,XX,E,LAKE ST,1,28-Apr-15,4:00 PM,THEFT,$500 AND UNDER,N
HY239442,XX,N,WACKER DR,1,28-Apr-15,4:45 PM,THEFT,$500 AND UNDER,N
HY240732,1XX,N,STATE ST,1,29-Apr-15,7:30 AM,THEFT,$500 AND UNDER,N
HY240538,33XX,N,CLARK ST,19,29-Apr-15,1:30 PM,THEFT,OVER $500,N
HY241847,64XX,N,SHERIDAN RD,24,29-Apr-15,10:00 PM,THEFT,$500 AND UNDER,N
HY242280,51XX,N,KENMORE AVE,20,30-Apr-15,12:00 AM,THEFT,$500 AND UNDER,N
HY292793,24XX,N,MILWAUKEE AVE,14,30-Apr-15,12:01 AM,THEFT,OVER $500,N
HY241497,48XX,N,WINTHROP AVE,20,30-Apr-15,3:19 AM,THEFT,$500 AND UNDER,N
HY241293,19XX,W,CORTLAND ST,14,30-Apr-15,5:45 AM,THEFT,$500 AND UNDER,N
HY242119,46XX,W,59TH ST,8,30-Apr-15,6:30 AM,THEFT,OVER $500,N
HY241925,18XX,S,PAULINA ST,12,30-Apr-15,8:00 AM,THEFT,$500 AND UNDER,N
HY247800,1XX,W,JACKSON BLVD,1,30-Apr-15,8:30 AM,THEFT,OVER $500,N
HY242297,XX,N,WACKER DR,1,30-Apr-15,9:00 AM,THEFT,OVER $500,N
HY244227,11XX,N,DEARBORN ST,18,1-May-15,4:00 AM,THEFT,OVER $500,N
HY283967,3XX,N,DESPLAINES ST,12,1-May-15,9:00 AM,THEFT,OVER $500,N
HY242730,74XX,S,SOUTH SHORE DR,3,1-May-15,10:40 AM,THEFT,$500 AND UNDER,N
HY243075,68XX,N,SHERIDAN RD,24,1-May-15,1:00 PM,THEFT,OVER $500,N
HY243887,49XX,W,CORTEZ ST,15,1-May-15,6:00 PM,THEFT,$500 AND UNDER,N
HY243722,6XX,N,MICHIGAN AVE,18,1-May-15,8:40 PM,THEFT,$500 AND UNDER,N
HY244441,4XX,W,VAN BUREN ST,1,2-May-15,5:50 AM,THEFT,$500 AND UNDER,N
HY297422,47XX,W,MONTROSE AVE,17,2-May-15,8:00 AM,THEFT,$500 AND UNDER,N
HY244685,22XX,N,SHEFFIELD AVE,18,2-May-15,8:00 AM,THEFT,$500 AND UNDER,N
HY244714,9XX,S,BISHOP ST,12,2-May-15,9:00 AM,THEFT,$500 AND UNDER,N
HY244315,6XX,E,GRAND AVE,18,2-May-15,11:30 AM,THEFT,OVER $500,N
HY244155,18XX,N,HUMBOLDT BLVD,14,2-May-15,12:00 PM,THEFT,OVER $500,Y
HY244278,6XX,E,GRAND AVE,18,2-May-15,12:30 PM,THEFT,$500 AND UNDER,N
HY244447,2XX,E,RANDOLPH ST,1,2-May-15,1:30 PM,THEFT,OVER $500,N
HY244323,43XX,N,TRIPP AVE,17,2-May-15,2:00 PM,THEFT,$500 AND UNDER,N
HY244686,XX,W,16TH ST,1,2-May-15,5:00 PM,THEFT,OVER $500,N
HY252399,31XX,W,54TH PL,9,2-May-15,9:00 PM,THEFT,$500 AND UNDER,N
HY245256,9XX,W,CULLERTON ST,12,2-May-15,11:00 PM,THEFT,$500 AND UNDER,N
HY245474,1XX,N,DESPLAINES ST,1,3-May-15,11:10 AM,THEFT,OVER $500,N
HY245601,16XX,N,NORTH PARK AVE,18,3-May-15,12:00 PM,THEFT,OVER $500,N
HY245904,30XX,S,ASHLAND AVE,9,3-May-15,12:30 PM,THEFT,$500 AND UNDER,N
HY246282,17XX,N,NORMANDY AVE,25,3-May-15,3:00 PM,THEFT,OVER $500,N
HY246301,32XX,N,OAKLEY AVE,19,4-May-15,8:15 AM,THEFT,$500 AND UNDER,N
HY247392,55XX,N,HARLEM AVE,16,4-May-15,3:00 PM,THEFT,OVER $500,N
HY247122,52XX,W,BELLE PLAINE AVE,16,4-May-15,3:56 PM,THEFT,$500 AND UNDER,N
HY246952,49XX,S,COTTAGE GROVE AVE,2,4-May-15,4:10 PM,THEFT,$500 AND UNDER,N
HY247365,19XX,W,22ND PL,10,4-May-15,6:00 PM,THEFT,$500 AND UNDER,N
HY247729,63XX,S,KILPATRICK AVE,8,4-May-15,7:30 PM,THEFT,OVER $500,N
HY252247,49XX,N,MILWAUKEE AVE,16,5-May-15,7:30 AM,THEFT,$500 AND UNDER,N
HY247911,31XX,W,47TH ST,9,5-May-15,8:30 AM,THEFT,$500 AND UNDER,N
HY248737,62XX,S,WESTERN AVE,8,5-May-15,5:00 PM,THEFT,$500 AND UNDER,N
HY248688,24XX,N,CENTRAL PARK AVE,14,5-May-15,6:00 PM,THEFT,OVER $500,N
HY248910,13XX,W,111TH PL,22,5-May-15,6:00 PM,THEFT,$500 AND UNDER,N
